Role-Playing,Tsugunai: Atonement,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Rugby World Cup 2015,PS4,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Real Soccer 2009,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Lost Kingdoms II,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Aggressive Inline,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Viewtiful Joe: Red Hot Rumble,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Blade Dancer: Lineage of Light,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Adventure,Hakuoki: Stories of the Shinsengumi,PS3,Mostly exploration games focused on letting the player explore the environment
Action,X-Men: Destiny,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Rugby World Cup 2015,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,The Sims 2: University,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Pheasants Forever Wingshooter,Wii,Typically violent games where players use ranged weapons
Role-Playing,Generation of Chaos,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Pump It Up: Exceed,PS2,Games without specific genres
Sports,World Championship Athletics,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Tokyo Twilight Ghost Hunters,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Wreckless: ThE YaKuza MisSiOns,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,MotorStorm RC,PSV,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Dr. Muto,XB,Games focused on navigating an environment usually by jumping
Action,Harry Potter and the Sorcerer's Stone,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Tom Clancy's Rainbow Six: Critical Hour,XB,Typically violent games where players use ranged weapons
Action,Scurge: Hive,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Remember Me,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,The Lord of the Rings: Aragorn's Quest,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Challenge Me: Brain Puzzles 2,Wii,Games that challenge the player to use critical thinking skills to solve problems
Puzzle,Zendoku,DS,Games that challenge the player to use critical thinking skills to solve problems
Adventure,Winx Club: Mission Enchantix,DS,Mostly exploration games focused on letting the player explore the environment
Racing,MotoGP,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Dino Pets,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,ESPN International Winter Sports 2002,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Gold and Glory: The Road to El Dorado,PS,Mostly exploration games focused on letting the player explore the environment
Sports,NBA Live 07,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,BattleBots: Beyond the BattleBox,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Diva Girls: Divas on Ice,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Handball 16,PS4,Generally allows the player to partake in a competitive sport against other opponents or AI
Puzzle,Mighty Beanz: Pocket Puzzles,GBA,Games that challenge the player to use critical thinking skills to solve problems
Simulation,Dreamer Series: Babysitter,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Samurai Warriors 4: Empires,PSV,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Ride to Hell,X360,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Friends: The One with All the Trivia,PS2,Games without specific genres
Action,The Saboteur,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Hail to the Chimp,X360,Games without specific genres
Shooter,Tom Clancy's Rainbow Six 3,GC,Typically violent games where players use ranged weapons
Shooter,Elemental Gearbolt,PS,Typically violent games where players use ranged weapons
Sports,Rocket League,PC,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Dungeon Explorer: Warriors of Ancient Arts,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Whiplash,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,V-Rally 3,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Mirror's Edge,PC,Games focused on navigating an environment usually by jumping
Role-Playing,Titan Quest,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Strategy,Amazing Island,GC,Most games challenge the player to use tactics and planning to achieve victory
Platform,Space Chimps,DS,Games focused on navigating an environment usually by jumping
Shooter,SeaBlade,XB,Typically violent games where players use ranged weapons
Action,Carmen Sandiego: The Secret of the Stolen Drums,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Izuna 2: The Unemployed Ninja Returns,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Gothic 3,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Strategy,History Great Empires: Rome,DS,Most games challenge the player to use tactics and planning to achieve victory
Action,7 Days to Die,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Chuck E. Cheese's Playhouse,DS,Games without specific genres
Strategy,Worms World Party,GBA,Most games challenge the player to use tactics and planning to achieve victory
Misc,Alvin and the Chipmunks,Wii,Games without specific genres
Action,Final Fight: Streetwise,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Speed Kings,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Strategy,Rebelstar: Tactical Command,GBA,Most games challenge the player to use tactics and planning to achieve victory
Racing,F1 2010,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Gladiator: Sword of Vengeance,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Dungeon Keeper 2,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Bombastic,PS2,Games that challenge the player to use critical thinking skills to solve problems
Misc,My Amusement Park,DS,Games without specific genres
Misc,Chocolatier,DS,Games without specific genres
Sports,Kid Fit Island Resort,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Puzzle,Jewel Link Chronicles: Mountains of Madness,DS,Games that challenge the player to use critical thinking skills to solve problems
Action,Coraline,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Major League Baseball 2K11,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Dual Hearts,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,NFL Quarterback Club 2002,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Xiaolin Showdown,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Wing Commander: Prophecy,GBA,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Drivers Ed Portable,DS,Games without specific genres
Action,Marc Ecko's Getting Up: Contents Under Pressure,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Murder/She Wrote,PC,Mostly exploration games focused on letting the player explore the environment
Action,Captain America: Super Soldier,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Sega Soccer Slam,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Enemy Front,PS3,Typically violent games where players use ranged weapons
Strategy,Vertigo,Wii,Most games challenge the player to use tactics and planning to achieve victory
Action,Blood Omen 2,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Unsolved Crimes,DS,Mostly exploration games focused on letting the player explore the environment
Simulation,Air Conflicts: Aces of World War II,PSP,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,Carve,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,BlowOut,XB,Typically violent games where players use ranged weapons
Puzzle,GunPey,PSP,Games that challenge the player to use critical thinking skills to solve problems
Shooter,Front Mission Evolved,PC,Typically violent games where players use ranged weapons
Sports,WTA Tour Tennis,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Dynasty Warriors 5,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Samurai Warriors 4-II,PSV,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,FIFA Soccer 2003,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Naval Ops: Commander,PS2,Frequently consists of games focused on letting the player simulate a reality - real or fake
Puzzle,4 Elements,PC,Games that challenge the player to use critical thinking skills to solve problems
Simulation,Virtual Villagers: A New Home,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Murdered: Soul Suspect,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Activision Hits: Remixed,PSP,Games without specific genres
Shooter,Rez,PS2,Typically violent games where players use ranged weapons
Sports,MLB SlugFest 2006,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Goosebumps: The Game,3DS,Mostly exploration games focused on letting the player explore the environment
Role-Playing,Neverland Card Battles,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Lufia: The Ruins of Lore,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,UEFA Euro 2004: Portugal,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Airline Tycoon 2,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Taito Legends Power Up,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Petz Bunnyz Bunch,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Role-Playing,Medabots: Infinity,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,MotoGP 15,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,PopStar Guitar,Wii,Games without specific genres
Platform,Pucca Power Up,DS,Games focused on navigating an environment usually by jumping
Platform,Sitting Ducks,PS2,Games focused on navigating an environment usually by jumping
Simulation,IL-2 Sturmovik: Cliffs of Dover,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,NFL Blitz Pro,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Mountain Bike Adrenaline,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Black Sigil: Blade of the Exiled,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,Death Jr. II: Root of Evil,PSP,Games focused on navigating an environment usually by jumping
Sports,Wakeboarding Unleashed Featuring Shaun Murray,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Mighty No. 9,PS4,Games focused on navigating an environment usually by jumping
Misc,Touch 'N' Play Collection,DS,Games without specific genres
Action,Samurai Champloo: Sidetracked,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Drill Dozer,GBA,Games focused on navigating an environment usually by jumping
Action,Mister Slime,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Learn Science,DS,Games without specific genres
Shooter,Medal of Honor: Airborne,PC,Typically violent games where players use ranged weapons
Action,Domino Rally,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,King Arthur,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Match 3 Madness,DS,Games that challenge the player to use critical thinking skills to solve problems
Misc,Rockin' Pretty,DS,Games without specific genres
Strategy,Men of War: Assault Squad,PC,Most games challenge the player to use tactics and planning to achieve victory
Role-Playing,Rhapsody: A Musical Adventure,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Adventure,Myst IV: Revelation,XB,Mostly exploration games focused on letting the player explore the environment
Sports,Sled Shred featuring the Jamaican Bobsled Team,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Jake Power: Policeman,DS,Mostly exploration games focused on letting the player explore the environment
Action,Dead Island Definitive Collection,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,PAC-MAN and the Ghostly Adventures,WiiU,Games focused on navigating an environment usually by jumping
Simulation,Animal Planet: Vet Collection,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Virtua Striker 2002,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,UEFA Champions League 2006-2007,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Centipede: Infestation,Wii,Typically violent games where players use ranged weapons
Racing,F1 2015,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Disney's PK: Out of the Shadows,GC,Games focused on navigating an environment usually by jumping
Action,Aliens in the Attic,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Hunted: The Demon's Forge,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Powerdrome,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Dreamer Series: Puppy Trainer,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Major Minor's Majestic March,Wii,Games without specific genres
Simulation,Pony Friends: Mini Breeds Edition,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Otogi 2: Immortal Warriors,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Legend of Kay,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Lucha Libre AAA: Heroes del Ring,X360,Usually one-on-one close-ranged games with violent attacks
Platform,Piglet's Big Game,GC,Games focused on navigating an environment usually by jumping
Action,Tom Clancy's HAWX 2,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Myth Makers: Orbs of Doom,Wii,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Fallout: Brotherhood of Steel,XB,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,IndyCar Series,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Strawberry Shortcake: Strawberryland Games,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Ultra Bust-A-Move,XB,Games that challenge the player to use critical thinking skills to solve problems
Racing,Rally Fusion: Race of Champions,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Killing Floor 2 ,PS4,Typically violent games where players use ranged weapons
Racing,Ferrari F355 Challenge,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Adventure,Mr Bean's Wacky World of Wii,Wii,Mostly exploration games focused on letting the player explore the environment
Fighting,Mortal Kombat X,PC,Usually one-on-one close-ranged games with violent attacks
Simulation,Cities in Motion,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Adventure,Shifters,PS2,Mostly exploration games focused on letting the player explore the environment
Adventure,Samantha Swift and the Hidden Roses of Athena,DS,Mostly exploration games focused on letting the player explore the environment
Action,Bladestorm: Nightmare,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,TNA iMPACT: Cross the Line,PSP,Usually one-on-one close-ranged games with violent attacks
Fighting,Kamen Rider: Dragon Knight,DS,Usually one-on-one close-ranged games with violent attacks
Sports,The BIGS 2,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Sacred 3,X360,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Venetica,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Operation Flashpoint: Dragon Rising,PC,Typically violent games where players use ranged weapons
Sports,Princess on Ice,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Sesame Street: Cookie's Counting Carnival,PC,Games without specific genres
Puzzle,Jewel Legends: Tree of Life,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Wasteland 2,XOne,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,MorphX,X360,Typically violent games where players use ranged weapons
Role-Playing,Sigma Star Saga,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Simulation,Imagine Animal Doctor Care Center,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Simulation,Air Traffic Chaos,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Simulation,Imagine: Party Planner,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Ontamarama,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,FIFA Soccer 2004,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Downforce,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Pet Pals: New Leash on Life,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Disney's Party,GC,Games without specific genres
Shooter,The Bureau: XCOM Declassified,PC,Typically violent games where players use ranged weapons
Action,Hysteria Hospital: Emergency Ward,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Nanostray 2,DS,Typically violent games where players use ranged weapons
Role-Playing,Dokapon Journey,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Metal Slug Anthology,PSP,Typically violent games where players use ranged weapons
Adventure,Back to the Future: The Game,Wii,Mostly exploration games focused on letting the player explore the environment
Simulation,Phantom Crash,XB,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Yanya Caballista: City Skater,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,The Typing of the Dead,DC,Typically violent games where players use ranged weapons
Platform,Over the Hedge: Hammy Goes Nuts!,PSP,Games focused on navigating an environment usually by jumping
Misc,Jenga World Tour,Wii,Games without specific genres
Puzzle,Prism: Light the Way,DS,Games that challenge the player to use critical thinking skills to solve problems
Action,Tenchu: Dark Secret,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Shrek Super Party,GC,Games without specific genres
Racing,Monster 4x4: Masters of Metal,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Imagine: Artist,DS,Games without specific genres
Sports,Top Spin 2,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Second Sight,GC,Mostly exploration games focused on letting the player explore the environment
Puzzle,Puyo Pop,GBA,Games that challenge the player to use critical thinking skills to solve problems
Shooter,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Typically violent games where players use ranged weapons
Fighting,Arcana Heart 3,X360,Usually one-on-one close-ranged games with violent attacks
Fighting,Rave Master,GC,Usually one-on-one close-ranged games with violent attacks
Puzzle,Bejeweled Twist,PC,Games that challenge the player to use critical thinking skills to solve problems
Racing,Suzuki Super-Bikes II: Riding Challenge,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,GRID,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Adventure,Steins;Gate 0,PS4,Mostly exploration games focused on letting the player explore the environment
Puzzle,Ivy the Kiwi?,DS,Games that challenge the player to use critical thinking skills to solve problems
Misc,Hail to the Chimp,PS3,Games without specific genres
Action,Alias,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,ESPN International Winter Sports 2002,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,OutRun 2006: Coast 2 Coast,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Jewel Master: Cradle of Persia,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Arx Fatalis,XB,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Dr. Seuss: Green Eggs and Ham,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Zumba Fitness Core,X360,Games without specific genres
Fighting,Guilty Gear Dust Strikers,DS,Usually one-on-one close-ranged games with violent attacks
Sports,Dark Summit,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Puzzle,Turbo Turtle Adventure,GBA,Games that challenge the player to use critical thinking skills to solve problems
Shooter,Star Wars: Republic Commando,PC,Typically violent games where players use ranged weapons
Racing,Kart Racer,Wii,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,The Lost Vikings,GBA,Games that challenge the player to use critical thinking skills to solve problems
Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Games focused on navigating an environment usually by jumping
Sports,Reel Fishing: The Great Outdoors,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Plants vs. Zombies,PC,Most games challenge the player to use tactics and planning to achieve victory
Adventure,Secret Files: Tunguska,DS,Mostly exploration games focused on letting the player explore the environment
Platform,George of the Jungle and the Search for the Secret,DS,Games focused on navigating an environment usually by jumping
Platform,Stretch Panic,PS2,Games focused on navigating an environment usually by jumping
Simulation,Hotel for Dogs,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Role-Playing,Blazing Souls: Accelate,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Puzzle,PQ2: Practical Intelligence Quotient,PSP,Games that challenge the player to use critical thinking skills to solve problems
Action,Metroid Prime: Federation Force,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Rogue Ops,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Dream Salon,Wii,Games without specific genres
Role-Playing,Natural Doctrine,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,DiRT 2,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Payday 2,PC,Typically violent games where players use ranged weapons
Racing,Hummer Badlands,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,Games focused on navigating an environment usually by jumping
Misc,Furu Furu Park,Wii,Games without specific genres
Misc,Hatsune Miku: Project Diva X,PS4,Games without specific genres
Shooter,Alter Echo,XB,Typically violent games where players use ranged weapons
Action,Around the World in 80 Days,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Fishdom,DS,Games that challenge the player to use critical thinking skills to solve problems
Sports,Whirl Tour,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Pinball Tycoon,GBA,Games without specific genres
Strategy,Grand Ages: Medieval,PC,Most games challenge the player to use tactics and planning to achieve victory
Sports,Major League Baseball 2K11,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Cartoon Network Block Party,GBA,Games without specific genres
Sports,Power Spike Pro Beach Volleyball,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Spitfire Heroes: Tales of the Royal Air Force,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Puzzle,Super Bust-A-Move,GBA,Games that challenge the player to use critical thinking skills to solve problems
Action,Saints Row: Gat out of Hell,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,ZooCube,GBA,Games that challenge the player to use critical thinking skills to solve problems
Racing,Stunt GP,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,World Series of Poker,GC,Games without specific genres
Shooter,Plants vs. Zombies: Garden Warfare 2,PC,Typically violent games where players use ranged weapons
Shooter,Reign of Fire,GBA,Typically violent games where players use ranged weapons
Platform,Nicktoons: Attack of the Toybots,DS,Games focused on navigating an environment usually by jumping
Shooter,Singularity,PC,Typically violent games where players use ranged weapons
Racing,NASCAR Heat Evolution,PS4,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Cartoon Network Racing,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Ms Saga: A New Dawn,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Child of Light,PS4,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Barnyard,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,GrimGrimoire,PS2,Most games challenge the player to use tactics and planning to achieve victory
Shooter,Rock of the Dead,PS3,Typically violent games where players use ranged weapons
Fighting,TNA iMPACT: Cross the Line,DS,Usually one-on-one close-ranged games with violent attacks
Sports,Deadliest Catch: Alaskan Storm,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Crime Life: Gang Wars,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Rugby 2005,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,Warhammer 40000: Dawn of War,PC,Most games challenge the player to use tactics and planning to achieve victory
Misc,Taito Legends,XB,Games without specific genres
Racing,Rock 'N Roll Racing,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Reader Rabbit 2nd Grade,Wii,Games without specific genres
Platform,Silhouette Mirage,PS,Games focused on navigating an environment usually by jumping
Action,Dynasty Warriors Vol. 2,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Freelancer,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,LEGO Indiana Jones 2: The Adventure Continues,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,American Bass Challenge,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,American Chopper 2: Full Throttle,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Rugby 06,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,2002 FIFA World Cup,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,The Lord of the Rings: The Battle for Middle-Earth II,X360,Most games challenge the player to use tactics and planning to achieve victory
Action,LEGO The Hobbit,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Need for Speed Carbon,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,Colin McRae Rally 2005,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Strategy,Saiyuki: Journey West,PS,Most games challenge the player to use tactics and planning to achieve victory
Misc,Rock Band Country Track Pack 2,X360,Games without specific genres
Racing,American Chopper 2: Full Throttle,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,MTX Mototrax,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Ribbit King,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Summoner: A Goddess Reborn,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Secret Service,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Empire Earth,PC,Most games challenge the player to use tactics and planning to achieve victory
Action,DuckTales: Remastered,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Worms Reloaded,PC,Most games challenge the player to use tactics and planning to achieve victory
Sports,ESPN Great Outdoor Games Bass 2002,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,StarCraft,PC,Most games challenge the player to use tactics and planning to achieve victory
Sports,World Championship Pool 2004,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Punch King,GBA,Usually one-on-one close-ranged games with violent attacks
Racing,V-Rally 3,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,B-Boy,PSP,Games without specific genres
Fighting,Kakuto Chojin,XB,Usually one-on-one close-ranged games with violent attacks
Shooter,Robotech: Invasion,XB,Typically violent games where players use ranged weapons
Racing,Need for Speed Underground,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Jewel Quest Mysteries,DS,Games that challenge the player to use critical thinking skills to solve problems
Platform,Frogger: Ancient Shadow,GC,Games focused on navigating an environment usually by jumping
Adventure,Moon,DS,Mostly exploration games focused on letting the player explore the environment
Adventure,Snoopy vs the Red Baron,PSP,Mostly exploration games focused on letting the player explore the environment
Simulation,Pet Vet: Down Under,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Virtua Tennis 3,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Raze's Hell,XB,Typically violent games where players use ranged weapons
Shooter,Far Cry,PC,Typically violent games where players use ranged weapons
Platform,Gem Smashers,Wii,Games focused on navigating an environment usually by jumping
